Date,Open,High,Low,Close,Volume
1/2/2025 16:00:00,248.93,249.1,241.82,243.85,55740731
1/3/2025 16:00:00,243.36,244.18,241.89,243.36,40244114
1/6/2025 16:00:00,244.31,247.33,243.2,245,45045571
1/7/2025 16:00:00,242.98,245.55,241.35,242.21,40855960
1/8/2025 16:00:00,241.92,243.71,240.05,242.7,37628940
1/10/2025 16:00:00,240.01,240.16,233,236.85,61710856
1/13/2025 16:00:00,233.53,234.67,229.72,234.4,49630725
1/14/2025 16:00:00,234.75,236.12,232.47,233.28,39435294
1/15/2025 16:00:00,234.64,238.96,234.43,237.87,39831969
1/16/2025 16:00:00,237.35,238.01,228.03,228.26,71759052
1/17/2025 16:00:00,232.12,232.29,228.48,229.98,68488301
1/21/2025 16:00:00,224,224.42,219.38,222.64,98070429
1/22/2025 16:00:00,219.79,224.12,219.79,223.83,64126500
1/23/2025 16:00:00,224.74,227.03,222.3,223.66,60234760
1/24/2025 16:00:00,224.78,225.63,221.41,222.78,54697907
1/27/2025 16:00:00,224.02,232.15,223.98,229.86,94863418
1/28/2025 16:00:00,230.85,240.19,230.81,238.26,75707569
1/29/2025 16:00:00,234.12,239.86,234.01,239.36,45486100
1/30/2025 16:00:00,238.67,240.79,237.21,237.59,55658279
1/31/2025 16:00:00,247.19,247.19,233.44,236,101075128
2/3/2025 16:00:00,229.99,231.83,225.7,228.01,73063301
2/4/2025 16:00:00,227.25,233.13,226.65,232.8,45067301
2/5/2025 16:00:00,228.53,232.67,228.27,232.47,39664989
2/6/2025 16:00:00,231.29,233.8,230.43,233.22,29925349
2/7/2025 16:00:00,232.6,234,227.26,227.63,39707224
2/10/2025 16:00:00,229.57,230.59,227.2,227.65,33115645
2/11/2025 16:00:00,228.2,235.23,228.13,232.62,53718362
2/12/2025 16:00:00,231.2,236.96,230.68,236.87,45243292
2/13/2025 16:00:00,236.91,242.34,235.57,241.53,53614054
2/14/2025 16:00:00,241.25,245.55,240.99,244.6,40896227
2/18/2025 16:00:00,244.15,245.18,241.84,244.47,48822491
2/19/2025 16:00:00,244.66,246.01,243.16,244.87,32204215
2/20/2025 16:00:00,244.94,246.78,244.29,245.83,32316907
2/21/2025 16:00:00,245.95,248.69,245.22,245.55,53197431
2/24/2025 16:00:00,244.93,248.86,244.42,247.1,51326396
2/25/2025 16:00:00,248,250,244.91,247.04,48013272
2/26/2025 16:00:00,244.33,244.98,239.13,240.36,44433564
2/27/2025 16:00:00,239.41,242.46,237.06,237.3,41153639
2/28/2025 16:00:00,236.95,242.09,230.2,241.84,56833360
3/3/2025 16:00:00,241.79,244.03,236.11,238.03,47183985
3/4/2025 16:00:00,237.71,240.07,234.68,235.93,53798062
3/5/2025 16:00:00,235.42,236.55,229.23,235.74,47227643
3/6/2025 16:00:00,234.44,237.86,233.16,235.33,45170419
3/7/2025 16:00:00,235.11,241.37,234.76,239.07,46273565
3/10/2025 16:00:00,235.54,236.16,224.22,227.48,72071197
3/11/2025 16:00:00,223.81,225.84,217.45,220.84,76137410
3/12/2025 16:00:00,220.14,221.75,214.91,216.98,62547467
3/13/2025 16:00:00,215.95,216.84,208.42,209.68,61368330
3/14/2025 16:00:00,211.25,213.95,209.58,213.49,60107582
3/17/2025 16:00:00,213.31,215.22,209.97,214,48073426
3/18/2025 16:00:00,214.16,215.15,211.49,212.69,42432426
3/19/2025 16:00:00,214.22,218.76,213.75,215.24,54385391
3/20/2025 16:00:00,213.99,217.49,212.22,214.1,48862947
3/21/2025 16:00:00,211.56,218.84,211.28,218.27,94127768
3/24/2025 16:00:00,221,221.48,218.58,220.73,44299483
3/25/2025 16:00:00,220.77,224.1,220.08,223.75,34493583
3/26/2025 16:00:00,223.51,225.02,220.47,221.53,34532656
3/27/2025 16:00:00,221.39,224.99,220.56,223.85,37094774
3/28/2025 16:00:00,221.67,223.81,217.68,217.9,39818617
3/31/2025 16:00:00,217.01,225.62,216.23,222.13,65299321
4/1/2025 16:00:00,219.81,223.68,218.9,223.19,36412740
4/2/2025 16:00:00,221.32,225.19,221.02,223.89,35905904
4/3/2025 16:00:00,205.54,207.49,201.25,203.19,103419006
4/4/2025 16:00:00,193.89,199.88,187.34,188.38,125910913
4/7/2025 16:00:00,177.2,194.15,174.62,181.46,160466286
4/8/2025 16:00:00,186.7,190.34,169.21,172.42,120859491
4/9/2025 16:00:00,171.95,200.61,171.89,198.85,184395885
4/10/2025 16:00:00,189.07,194.78,183,190.42,121879981
4/11/2025 16:00:00,186.1,199.54,186.06,198.15,87435915
4/14/2025 16:00:00,211.44,212.94,201.16,202.52,101352911
4/15/2025 16:00:00,201.86,203.51,199.8,202.14,51343872
4/16/2025 16:00:00,198.36,200.7,192.37,194.27,59732423
4/17/2025 16:00:00,197.2,198.83,194.42,196.98,52164675
4/21/2025 16:00:00,193.27,193.8,189.81,193.16,46742537
4/22/2025 16:00:00,196.12,201.59,195.97,199.74,52976371
4/23/2025 16:00:00,206,208,202.8,204.6,52929165
4/24/2025 16:00:00,204.89,208.83,202.94,208.37,47310989
4/25/2025 16:00:00,206.37,209.75,206.2,209.28,38222258
4/28/2025 16:00:00,210,211.5,207.46,210.14,38743074
4/29/2025 16:00:00,208.69,212.24,208.37,211.21,36827633
4/30/2025 16:00:00,209.3,213.58,206.67,212.5,52286454
5/1/2025 16:00:00,209.08,214.56,208.9,213.32,57365675
5/2/2025 16:00:00,206.09,206.99,202.16,205.35,101010621
5/5/2025 16:00:00,203.1,204.1,198.21,198.89,69018452
5/6/2025 16:00:00,198.21,200.65,197.02,198.51,51216482
5/7/2025 16:00:00,199.17,199.44,193.25,196.25,68616943
5/8/2025 16:00:00,197.72,200.05,194.68,197.49,50478872
5/9/2025 16:00:00,199,200.54,197.54,198.53,36453923
5/12/2025 16:00:00,210.97,211.27,206.75,210.79,63775814
5/13/2025 16:00:00,210.43,213.4,209,212.93,51909332
5/14/2025 16:00:00,212.43,213.94,210.58,212.33,49325825
5/15/2025 16:00:00,210.95,212.96,209.54,211.45,45029473
5/16/2025 16:00:00,212.36,212.57,209.77,211.26,54737850
5/19/2025 16:00:00,207.91,209.48,204.26,208.78,46140527
5/20/2025 16:00:00,207.67,208.47,205.03,206.86,42496635
5/21/2025 16:00:00,205.17,207.04,200.71,202.09,59211774
5/22/2025 16:00:00,205.17,207.04,200.71,202.09,1536434
5/23/2025 16:00:00,193.67,197.7,193.46,195.27,78432918
5/27/2025 16:00:00,198.3,200.74,197.43,200.21,56288475
5/28/2025 16:00:00,200.59,202.73,199.9,200.42,45339678
5/29/2025 16:00:00,203.58,203.81,198.51,199.95,51477938
5/30/2025 16:00:00,199.37,201.96,196.78,200.85,70819942
6/2/2025 16:00:00,200.28,202.13,200.12,201.7,35423294
6/3/2025 16:00:00,201.35,203.77,200.96,203.27,46381567
6/4/2025 16:00:00,202.91,206.24,202.1,202.82,43603985
6/5/2025 16:00:00,203.5,204.75,200.15,200.63,55221235
6/6/2025 16:00:00,203,205.7,202.05,203.92,46607693
6/9/2025 16:00:00,204.39,206,200.02,201.45,72862557
6/10/2025 16:00:00,200.6,204.35,200.57,202.67,54672608
6/11/2025 16:00:00,203.5,204.5,198.41,198.78,60989857
6/12/2025 16:00:00,199.08,199.68,197.36,199.2,43904635
6/13/2025 16:00:00,199.73,200.37,195.7,196.45,51447349
6/16/2025 16:00:00,197.3,198.69,196.56,198.42,43020691
6/17/2025 16:00:00,197.2,198.39,195.21,195.64,38856152
6/18/2025 16:00:00,195.94,197.57,195.07,196.58,45394689
6/20/2025 16:00:00,198.24,201.7,196.86,201,96813542
6/23/2025 16:00:00,201.63,202.3,198.96,201.5,55814272
6/24/2025 16:00:00,202.59,203.44,200.2,200.3,54064033
6/25/2025 16:00:00,201.45,203.67,200.62,201.56,39525730
6/26/2025 16:00:00,201.43,202.64,199.46,201,50799121
6/27/2025 16:00:00,201.89,203.22,200,201.08,73188571
6/30/2025 16:00:00,202.01,207.39,199.26,205.17,91912816
7/1/2025 16:00:00,206.67,210.19,206.14,207.82,78788867
7/2/2025 16:00:00,208.91,213.34,208.14,212.44,67941811
7/3/2025 13:05:00,212.15,214.65,211.81,213.55,34955836
7/7/2025 16:00:00,212.68,216.23,208.8,209.95,50228984
7/8/2025 16:00:00,210.1,211.43,208.45,210.01,42848928
7/9/2025 16:00:00,209.53,211.33,207.22,211.14,48749367
7/10/2025 16:00:00,210.51,213.48,210.03,212.41,44443635
7/11/2025 16:00:00,210.57,212.13,209.86,211.16,39765812
7/14/2025 16:00:00,209.93,210.91,207.54,208.62,38840111
7/15/2025 16:00:00,209.22,211.89,208.92,209.11,42296339
7/16/2025 16:00:00,210.3,212.4,208.64,210.16,47490532
7/17/2025 16:00:00,210.57,211.8,209.59,210.02,48068141
7/18/2025 16:00:00,210.87,211.79,209.7,211.18,48974591
7/21/2025 16:00:00,212.1,215.78,211.63,212.48,51377434
7/22/2025 16:00:00,213.14,214.95,212.23,214.4,46404072
7/23/2025 16:00:00,215,215.15,212.41,214.15,46989301
7/24/2025 16:00:00,213.9,215.69,213.53,213.76,46022620
7/25/2025 16:00:00,214.7,215.24,213.4,213.88,40268781
7/28/2025 16:00:00,214.03,214.85,213.06,214.05,37858017
7/29/2025 16:00:00,214.18,214.81,210.82,211.27,51411723
7/30/2025 16:00:00,211.9,212.39,207.72,209.05,45512514
7/31/2025 16:00:00,208.49,209.84,207.16,207.57,80698431
8/1/2025 16:00:00,210.87,213.58,201.5,202.38,104434473
8/4/2025 16:00:00,204.51,207.88,201.68,203.35,75109298
8/5/2025 16:00:00,203.4,205.34,202.16,202.92,44155079
8/6/2025 16:00:00,205.63,215.38,205.59,213.25,108483103
8/7/2025 16:00:00,218.88,220.85,216.58,220.03,90224834
8/8/2025 16:00:00,220.83,231,219.25,229.35,113853967
8/11/2025 16:00:00,227.92,229.56,224.76,227.18,61806132
8/12/2025 16:00:00,228.01,230.8,227.07,229.65,55672301
8/13/2025 16:00:00,231.07,235,230.43,233.33,69878546
8/14/2025 16:00:00,234.06,235.12,230.85,232.78,51916275
8/15/2025 16:00:00,234,234.28,229.34,231.59,56038657
8/18/2025 16:00:00,231.7,233.12,230.11,230.89,37476188
8/19/2025 16:00:00,231.28,232.87,229.35,230.56,39402564
8/20/2025 16:00:00,229.98,230.47,225.77,226.01,42263865
8/21/2025 16:00:00,226.27,226.52,223.78,224.9,30621249
8/22/2025 16:00:00,226.17,229.09,225.41,227.76,42477811
8/25/2025 16:00:00,226.48,229.3,226.23,227.16,30983133
8/26/2025 16:00:00,226.87,229.49,224.69,229.31,54575107
8/27/2025 16:00:00,228.61,230.9,228.26,230.49,31259513
8/28/2025 16:00:00,230.82,233.41,229.34,232.56,38074700
8/29/2025 16:00:00,232.51,233.38,231.37,232.14,39418437
9/2/2025 16:00:00,229.25,230.85,226.97,229.72,44075638
9/3/2025 16:00:00,237.21,238.85,234.36,238.47,66427835
9/4/2025 16:00:00,238.45,239.9,236.74,239.78,47549429
9/5/2025 16:00:00,240,241.32,238.49,239.69,54870397
9/8/2025 16:00:00,239.3,240.15,236.34,237.88,48999495
9/9/2025 16:00:00,237,238.78,233.36,234.35,66313918
9/10/2025 16:00:00,232.19,232.42,225.95,226.79,83440810
9/11/2025 16:00:00,226.88,230.45,226.65,230.03,50208578
9/12/2025 16:00:00,229.22,234.51,229.02,234.07,55824216
9/15/2025 16:00:00,237,238.19,235.03,236.7,42699524
9/16/2025 16:00:00,237.18,241.22,236.32,238.15,63421099
9/17/2025 16:00:00,238.97,240.1,237.73,238.99,46508017
9/18/2025 16:00:00,239.97,241.2,236.65,237.88,44249576
9/19/2025 16:00:00,241.23,246.3,240.21,245.5,163741314
9/22/2025 16:00:00,248.3,256.64,248.12,256.08,105517416
9/23/2025 16:00:00,255.88,257.34,253.58,254.43,60275187
9/24/2025 16:00:00,255.22,255.74,251.04,252.31,42303710
9/25/2025 16:00:00,253.21,257.17,251.71,256.87,55202075
9/26/2025 16:00:00,254.1,257.6,253.78,255.46,46076258
9/29/2025 16:00:00,254.56,255,253.01,254.43,40127687
9/30/2025 16:00:00,254.86,255.92,253.11,254.63,37704259
10/1/2025 16:00:00,255.04,258.79,254.93,255.45,48713940
10/2/2025 16:00:00,256.58,258.18,254.15,257.13,42630239
10/3/2025 16:00:00,254.67,259.24,253.95,258.02,49155614
10/6/2025 16:00:00,257.99,259.07,255.05,256.69,44664118
10/7/2025 16:00:00,256.81,257.4,255.43,256.48,31955776
10/8/2025 16:00:00,256.52,258.52,256.11,258.06,36496895
10/9/2025 16:00:00,257.81,258,253.14,254.04,38322012
10/10/2025 16:00:00,254.94,256.38,244,245.27,61999098
10/13/2025 16:00:00,249.38,249.69,245.56,247.66,38142942
10/14/2025 16:00:00,246.6,248.85,244.7,247.77,35477986
10/15/2025 16:00:00,249.49,251.82,247.47,249.34,33893611
10/16/2025 16:00:00,248.25,249.04,245.13,247.45,39776974
10/17/2025 16:00:00,248.02,253.38,247.27,252.29,49146961
10/20/2025 16:00:00,255.89,264.38,255.63,262.24,90483029
10/21/2025 16:00:00,261.88,265.29,261.83,262.77,46695948
10/22/2025 16:00:00,262.65,262.85,255.43,258.45,45015254
10/23/2025 16:00:00,259.94,260.62,258.01,259.58,32754941
10/24/2025 16:00:00,261.19,264.13,259.18,262.82,38253717
10/27/2025 16:00:00,264.88,269.12,264.65,268.81,44888152
10/28/2025 16:00:00,268.99,269.89,268.15,269,41534759
10/29/2025 16:00:00,269.27,271.41,267.11,269.7,51086742
10/30/2025 16:00:00,271.99,274.14,268.48,271.4,69886534
10/31/2025 16:00:00,276.99,277.32,269.16,270.37,86167123
11/3/2025 16:00:00,270.42,270.85,266.25,269.05,50194583
11/4/2025 16:00:00,268.33,271.49,267.62,270.04,49274846
11/5/2025 16:00:00,268.61,271.7,266.93,270.14,43683072
11/6/2025 16:00:00,267.89,273.4,267.89,269.77,51204045
11/7/2025 16:00:00,269.8,272.29,266.77,268.47,48227365
11/10/2025 16:00:00,268.96,273.73,267.46,269.43,41312412
11/11/2025 16:00:00,269.81,275.91,269.8,275.25,46208318
11/12/2025 16:00:00,275,275.73,271.7,273.47,48397982
11/13/2025 16:00:00,274.11,276.7,272.09,272.95,49602794
11/14/2025 16:00:00,271.05,275.96,269.6,272.41,47431331
11/17/2025 16:00:00,268.82,270.49,265.73,267.46,45018260
11/18/2025 16:00:00,269.99,270.71,265.32,267.44,45677278
11/19/2025 16:00:00,265.52,272.21,265.5,268.56,40424492
11/20/2025 16:00:00,270.83,275.43,265.92,266.25,45823568
11/21/2025 16:00:00,265.95,273.33,265.67,271.49,59030832
11/24/2025 16:00:00,270.9,277,270.9,275.92,65585796
11/25/2025 16:00:00,275.27,280.38,275.25,276.97,46914220
11/26/2025 16:00:00,276.96,279.53,276.63,277.55,33431423
11/28/2025 13:05:00,277.26,279,275.99,278.85,20135620
12/1/2025 16:00:00,278.01,283.42,276.14,283.1,46587722
12/2/2025 16:00:00,283,287.4,282.63,286.19,53669532
12/3/2025 16:00:00,286.2,288.62,283.3,284.15,43538687
12/4/2025 16:00:00,284.1,284.73,278.59,280.7,43989056
12/5/2025 16:00:00,280.54,281.14,278.05,278.78,47265845
12/8/2025 16:00:00,278.13,279.67,276.15,277.89,38211832
12/9/2025 16:00:00,278.16,280.03,276.92,277.18,32193256
12/10/2025 16:00:00,277.75,279.75,276.44,278.78,33038318
12/11/2025 16:00:00,279.1,279.59,273.81,278.03,33247986
12/12/2025 16:00:00,277.9,279.22,276.82,278.28,39532887
12/15/2025 16:00:00,280.15,280.15,272.84,274.11,50409078
12/16/2025 16:00:00,272.82,275.5,271.79,274.61,37648628
12/17/2025 16:00:00,275.01,276.16,271.64,271.84,50138743
12/18/2025 16:00:00,273.61,273.63,266.95,272.19,51630721
12/19/2025 16:00:00,272.15,274.6,269.9,273.67,144632048
12/22/2025 16:00:00,272.86,273.88,270.51,270.97,36571827
12/23/2025 16:00:00,270.84,272.5,269.56,272.36,29641999
12/24/2025 13:05:00,272.34,275.43,272.2,273.81,17910574
12/26/2025 16:00:00,274.16,275.37,272.86,273.4,21521802
12/29/2025 16:00:00,272.69,274.36,272.35,273.76,23715213
12/30/2025 16:00:00,272.81,274.08,272.28,273.08,22139617
12/31/2025 16:00:00,273.06,273.68,271.75,271.86,27293639